script_file,maps_using_script,script_count,function_count,action_count,message_refs,item_refs,pokemon_refs,flag_refs,var_refs,top_commands,total_commands
0806,MELT 06 GAME2; T07SP0101,4,15,3,0; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14,ITEM_COIN_CASE; ITEM_COIN_CASE; ITEM_COIN_CASE; ITEM_COIN_CASE,,,0x4001; 0x8004; 0x8005,Message(17); CompareVarValue(12); JumpIf(12); Jump(11); SetVar(9); End(9); CloseMessage(6); ReleaseAll(6); Movement(5); WaitButton(5),135
0807,SEWER ROOM 03,10,30,7,0; 1; 2; 7; 8; 9; 10; 11; 12; 13; 14; 15,ITEM_RED_SHARD; ITEM_BLUE_SHARD; ITEM_YELLOW_SHARD; ITEM_GREEN_SHARD; ITEM_BLUE_SHARD; ITEM_YELLOW_SHARD; ITEM_GREEN_SHARD; ITEM_YELLOW_SHARD; ITEM_GREEN_SHARD; ITEM_GREEN_SHARD; ITEM_RED_SHARD; ITEM_BLUE_SHARD; ITEM_YELLOW_SHARD; ITEM_GREEN_SHARD,,329; 393; 638,0x8000; 0x8001; 0x8002; 0x8003; 0x8004; 0x8005; 0x8006,SetVar(73); JumpIf(72); CompareVarValue(71); End(25); CreateMultiTouchBox(20); CommonScript(16); Jump(15); FaceSouth(13); Message(12); CloseMessage(12),562
0808,T08FS0101,4,0,0,0; 2,,,,0x8004,PlayFanfare(4); LockAll(4); FacePlayer(4); CommonScript(4); ReleaseAll(4); End(4); FreezeMessage(2); SetVar(2); Message(2); WaitButton(2),34
0809,HOTEL 2 F2; HOTEL 2 F3; HOTEL 2 F4; T08GYM0101,1,0,0,,,,,,End(1),1
0810,T08PC0101,4,3,3,0; 1; 2; 3,,,,0x8007,End(8); FaceEast(6); FaceNorth(6); FaceWest(6); FaceSouth(6); Message(5); WaitButton(4); CloseMessage(4); ReleaseAll(4); PlayFanfare(3),70
0811,T08PC0102,1,0,0,,,,,,End(1),1
0812,T08R0201,10,68,8,2; 3; 4; 5; 6; 7; 12; 13; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 33; 34; 35; 36; 37; 38; 39; 40; 41; 42; 43; 44; 45,ITEM_FASHION_CASE; ITEM_FASHION_CASE; ITEM_FASHION_CASE; ITEM_FASHION_CASE; ITEM_FASHION_CASE,,2457; 2509; 310,0x4009; 0x4123; 0x4124; 0x8004; 0x8005; 0x8006; 0x800C,CompareVarValue(67); SetVar(44); JumpIf(39); Return(35); Message(32); CallIf(31); End(29); Jump(22); ReleaseAll(17); CloseMessage(17),508
0813,RT 5 01 HS51; T08R0401,2,0,0,0; 1,,,,,PlayFanfare(2); LockAll(2); FacePlayer(2); Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2); End(2),16
0814,DALI 10 HS52; T08R0601,4,0,0,0; 1; 2; 3,,,,,PlayFanfare(4); LockAll(4); FacePlayer(4); Message(4); WaitButton(4); CloseMessage(4); ReleaseAll(4); End(4); PlayCry(3); WaitCry(3),38
0815,,5,32,10,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19,,,296; 297; 393; 602; 637; 760; 761,0x4004,JumpIf(35); CompareVarValue(32); End(32); Message(24); Movement(17); CloseMessage(17); Jump(15); SetFlag(14); ReleaseAll(13); WaitButton(11),335
0816,,3,0,0,0; 1,,,,0x8007,End(3); PlayFanfare(2); LockAll(2); FacePlayer(2); Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2); SetVar(1); CommonScript(1),19
0817,,1,0,0,,,,,,End(1),1
0818,,1,0,0,,,,,,SetTextBoard(1); ShowBoard(1); WaitBoard(1); BoardMessage(1); CommonScript(1); End(1),6
0819,,9,24,6,0; 1; 2; 3; 4; 5; 6; 7; 11; 15,,,228; 229; 230; 231; 2729; 523; 524; 525; 526; 529; 530; 531; 532; 592,0x4005; 0x4119; 0x8004; 0x8007,CreateMultiTouchBox(36); JumpIf(26); CompareVarValue(25); Message(22); End(21); Jump(18); CloseMessage(13); ReleaseAll(11); SetVar(9); ClearFlag(9),315
0820,,3,5,1,0; 1; 2,,,228; 523,0x4001,End(8); RemoveOW(6); ReleaseAll(5); JumpIf(5); PlayFanfare(4); Message(4); CloseMessage(4); CompareVarValue(3); LockAll(2); LockFollowingPoke(2),68
0821,,3,5,1,0; 1; 2,,,229; 524,0x4001,End(8); RemoveOW(6); ReleaseAll(5); JumpIf(5); PlayFanfare(4); Message(4); CloseMessage(4); CompareVarValue(3); LockAll(2); LockFollowingPoke(2),68
0822,,3,5,1,0; 1; 2,,,230; 525,0x4001,End(8); RemoveOW(6); ReleaseAll(5); JumpIf(5); PlayFanfare(4); Message(4); CloseMessage(4); CompareVarValue(3); LockAll(2); LockFollowingPoke(2),69
0823,,3,5,1,0; 1; 2,,,231; 526,0x4001,End(8); RemoveOW(6); ReleaseAll(5); JumpIf(5); PlayFanfare(4); Message(4); CloseMessage(4); CompareVarValue(3); LockAll(2); LockFollowingPoke(2),69
0824,,3,12,21,5; 8; 11,,,2404; 528; 593,0x40C8; 0x411A,Movement(49); WaitMovement(35); End(29); JumpIf(18); CloseMessage(17); CompareVarValue(14); LockFollowingPoke(11); WaitFollowingPoke(11); SetFollowingPokeMovement(11); TextPlayerName(10),382
0825,,2,26,3,,ITEM_SS_TICKET,,2404; 2430; 2456; 249; 278; 279; 330; 361; 362; 363; 364; 365; 371; 373; 378; 379; 395; 450; 483; 578; 579; 607; 663; 716; 722; 773; 774; 775; 782; 795,0x4045; 0x4046; 0x4047; 0x4048; 0x4106,CheckFlag(26); CallIf(24); Return(18); ClearFlag(17); JumpIf(12); CompareVarValue(10); Jump(8); SetVar(5); End(5); LockFollowingPoke(4),179
0826,T10R0801,1,0,0,,,,,,End(1),1
0827,TROOME CITY; TROOME TBD 1; TROOME TBD 2; TROOME TBD 3; TROOME TBD 4; TROOME TBD 5; TROOME TBD 6; TROOME TBD 7; TROOME TBD 8; TROOME TBD 9; TROOME TBD 10,2,20,0,,,,,,CreateMultiTouchBox(30); CompareVarValue(30); JumpIf(30); FadeScreen(30); WaitFadeScreen(30); End(22); ReleaseAll(21); Warp(15); GetCommonMessageArchive(4); OpenTouchScreen(4),231
0828,RADE 04 PM08,4,0,0,0; 1,,,,0x8004,PlayFanfare(4); LockAll(4); FacePlayer(4); CommonScript(4); ReleaseAll(4); End(4); FreezeMessage(2); SetVar(2); Message(2); WaitButton(2),34
0829,,5,11,1,0; 1; 2; 3; 4; 5; 6; 7; 8; 9,,,2456; 386; 753,0x8004; 0x8005,End(14); JumpIf(11); CompareVarValue(10); Message(10); ReleaseAll(9); CloseMessage(8); WaitButton(6); SetFlag(5); PlayFanfare(4); LockAll(4),142
0830,,4,1,0,0; 1; 2; 3,,,280,0x8007,End(5); Message(4); WaitButton(4); CloseMessage(4); ReleaseAll(4); PlayFanfare(3); LockAll(3); FacePlayer(3); SetVar(1); CommonScript(1),34
0831,,1,0,0,,,,,,End(1),1
0832,,20,49,0,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 31; 32; 33; 34; 35,,,269; 693; 694; 695; 696; 697; 698; 699; 700; 701; 702; 703; 704; 705; 706; 707; 708,,JumpIf(48); CompareVarValue(47); SetFlag(47); End(38); Message(36); CloseMessage(36); ReleaseAll(36); PlayFanfare(35); FadeScreen(32); WaitFadeScreen(32),605
0833,TROO 08 HS38,1,2,0,0; 1,,,303,0x8004; 0x8005,Message(3); CloseMessage(3); ReleaseAll(3); End(3); JumpIf(2); SetVar(2); CommonScript(2); WaitButton(2); PlayFanfare(1); LockAll(1),27
0834,,9,15,5,0; 1; 2; 3; 4; 5; 7; 8; 9; 10; 11; 12; 14; 15; 16; 17; 18,ITEM_PASS; ITEM_PASS,,280; 291; 354; 759,0x411D; 0x411F,End(25); JumpIf(18); Message(18); CloseMessage(17); ReleaseAll(15); WaitButton(10); CompareVarValue(10); LockAll(7); CheckFlag(7); PlayFanfare(6),216
0835,,1,0,3,0,,,,,LockFollowingPoke(4); WaitFollowingPoke(4); SetFollowingPokeMovement(4); End(4); Movement(3); WaitMovement(3); WalkSouth8(3); FadeScreen(2); WaitFadeScreen(2); WalkEast8(2),40
0836,MANSION A7; FREE; TEST2,1,0,1,,,,,0x411E,End(2); MecScript(1); LockAll(1); Movement(1); WaitMovement(1); PlayFanfare(1); WaitTime(1); StopFanfare(1); CMD_722(1); SetVar(1),14
0837,ROTOM TOWER,6,35,8,0; 1; 2; 3; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 20; 21; 22; 23; 24; 25; 26; 28,,0x8004; 0x8004,160; 304; 359; 375; 641; 642; 762; 791,0x4000; 0x4008; 0x4009; 0x400A; 0x4130; 0x8004; 0x8005,JumpIf(51); CompareVarValue(47); Message(32); End(28); SetVar(20); Jump(19); CloseMessage(18); Movement(16); SetFlag(15); ReleaseAll(13),441
0838,ROTOM ROOM,8,66,2,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 13; 17; 18; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 31; 32; 33; 34; 35,,,643; 644; 645; 646; 647,0x400A; 0x8001; 0x8002; 0x8004,CompareVarValue(68); CallIf(38); Message(36); Return(36); Jump(33); JumpIf(32); SetVar(15); WaitButton(11); ClearFlag(10); FadeScreen(9),456
0839,ROTOM ELEVATO,1,12,4,0; 1,,,,0x8004,End(13); CompareVarValue(12); JumpIf(12); FadeScreen(8); WaitFadeScreen(8); LockFollowingPoke(6); WaitFollowingPoke(6); SetFollowingPokeMovement(6); Movement(6); WaitMovement(6),138
0840,TROO 09 HS39,3,1,0,0; 1; 2; 3,,,280,,Message(4); WaitButton(4); CloseMessage(4); ReleaseAll(4); End(4); PlayFanfare(3); LockAll(3); FacePlayer(3); CheckFlag(1); JumpIf(1),33
0841,TROO 10 HS40,7,27,11,2; 5; 6; 8; 11; 12; 13; 14; 15; 16; 17,ITEM_LOST_ITEM,,135; 2456; 280; 281; 763,0x400A; 0x400B; 0x4020; 0x40FF; 0x8004; 0x8005,End(27); JumpIf(21); Movement(21); CompareVarValue(19); Jump(14); CloseMessage(13); WaitMovement(13); Message(11); ReleaseAll(11); FaceSouth(11),269
0842,MAUNCESTON T,6,21,0,,,SPECIES_CHARIZARD; SPECIES_SCEPTILE; SPECIES_EMPOLEON; SPECIES_LUCARIO; SPECIES_GYARADOS,107; 156; 187; 283,0x4073; 0x4116; 0x8004; 0x8005,SetVar(40); CompareVarValue(35); JumpIf(35); CreateMultiTouchBox(30); FadeScreen(30); WaitFadeScreen(30); End(27); ReleaseAll(26); GiveBadge(16); CommonScript(15),382
0843,MAUN 09 LAB01,16,72,64,2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 14; 15; 16; 17; 18; 21; 22; 23; 26; 27; 28; 29; 34; 35; 40; 41; 46; 49; 55; 56; 57; 69; 70; 75; 76; 77; 78; 79; 80; 83; 88; 89; 90; 91; 92; 93; 94; 95; 96; 97,0x8004; 0x8004,,106; 114; 115; 121; 153; 2404; 242; 2435; 264; 265; 282; 352; 404; 406; 409; 413; 420; 421; 422; 571; 741; 744,0x4000; 0x400F; 0x4072; 0x4079; 0x407B; 0x4081; 0x408B; 0x4095; 0x40FC; 0x4107; 0x4108; 0x412F; 0x8004; 0x8005,End(110); Movement(100); CloseMessage(89); JumpIf(84); WaitMovement(80); CompareVarValue(66); Message(65); SetVar(51); ReleaseAll(43); GenderMessage(42),1270
0844,MAUN 10 LAB02,3,5,0,0; 1; 9; 10,0x8004; 0x8004; 0x8004; 0x8004; 0x8004,,,0x8004; 0x8005,CompareVarValue(9); JumpIf(9); SetVar(7); AddListOption(6); Message(5); CloseMessage(5); ReleaseAll(5); End(5); GiveItem(5); PlayFanfare(3),82
0845,MAUN 01 MUM,7,25,4,2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 20; 21; 22; 23; 24; 25; 26; 27; 28; 33; 34; 35; 36; 37; 38,ITEM_SS_TICKET,,106; 156; 167; 2404; 2438; 283; 284; 285; 286,0x4095; 0x4106,Message(37); End(29); CloseMessage(25); ReleaseAll(25); JumpIf(22); WaitButton(19); CompareVarValue(18); CloseTouchScreen(11); LockAll(10); SetFlag(10),328
0846,MAUN 02 PROT,2,1,0,0; 1; 2,,,,,Message(3); CloseMessage(3); ReleaseAll(3); End(3); LockAll(2); PlayFanfare(2); FadeScreen(2); WaitFadeScreen(2); WaitButton(2); MecScript(1),29
0847,MAUN 03 HS01,1,0,0,0,,,,,PlayFanfare(1); LockAll(1); FacePlayer(1); Message(1); WaitButton(1); CloseMessage(1); ReleaseAll(1); End(1),8
0848,,1,2,0,,,,741,,TextPlayerName(3); GenderMessage(3); WaitButton(3); CloseMessage(3); ReleaseAll(3); End(3); JumpIf(2); PlayFanfare(1); LockAll(1); FacePlayer(1),25
0849,MAUN 04 RIV01; MAUN 06 RIV02; MAUN 08 RIV03; RADE 22 TBD,5,14,0,4; 17; 18,,,106; 353; 388; 741,0x8005,CloseMessage(14); End(14); WaitButton(12); ReleaseAll(12); JumpIf(11); GenderMessage(11); CompareVarValue(8); TextPlayerName(8); Jump(5); PlayFanfare(4),144
0850,LOBART CITY,2,20,0,,,,,,CreateMultiTouchBox(30); CompareVarValue(30); JumpIf(30); FadeScreen(30); WaitFadeScreen(30); End(22); ReleaseAll(21); Warp(15); GetCommonMessageArchive(4); OpenTouchScreen(4),231
0851,HAMP 03 PM01,4,2,0,0; 1; 2,,,,0x8004,ReleaseAll(5); End(5); PlayFanfare(4); LockAll(4); FacePlayer(4); CommonScript(4); Message(3); WaitButton(3); CloseMessage(3); FreezeMessage(2),42
0852,HAMP 01 PC01,6,2,0,0; 1; 2; 3; 4; 5,,,,0x8007,End(7); Message(6); WaitButton(6); CloseMessage(6); ReleaseAll(6); PlayFanfare(5); LockAll(5); FacePlayer(5); SetVar(1); CommonScript(1),51
0853,LOBA 02 PCR02,1,0,0,,,,,,End(1),1
0854,MAUN 05 HS02,3,0,0,0; 1,,,,,End(3); PlayFanfare(2); LockAll(2); FacePlayer(2); Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2),17
0855,MAUN 07 HS03,2,0,0,0,,,,,End(2); PlayFanfare(1); LockAll(1); FacePlayer(1); Message(1); WaitButton(1); CloseMessage(1); ReleaseAll(1),9
0856,MAUN 11 HS04,3,0,0,0; 1,,,,,End(3); PlayFanfare(2); LockAll(2); FacePlayer(2); Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2),17
0857,MELTON CITY,2,20,0,,,,,,CreateMultiTouchBox(30); CompareVarValue(30); JumpIf(30); FadeScreen(30); WaitFadeScreen(30); End(22); ReleaseAll(21); Warp(15); GetCommonMessageArchive(4); OpenTouchScreen(4),231
0858,MELT 03 PM03,5,6,2,0; 1; 4; 7; 8,,,111; 112; 407; 568; 582,0x4074; 0x4108; 0x8004,End(11); ReleaseAll(8); JumpIf(8); PlayFanfare(7); CompareVarValue(7); SetVar(6); SetFlag(6); Message(6); CloseMessage(6); LockAll(5),130
0859,RADE 05 GYM07,7,37,0,0; 1; 2; 3; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 19; 20; 22; 23; 24,,SPECIES_TOGEPI,187; 2660; 2661; 2662; 2663; 2664; 2665; 2666; 2668; 745,0x4000; 0x511C; 0x8004; 0x8005; 0x800C,JumpIf(24); Message(23); CloseMessage(22); End(21); CompareVarValue(21); WaitButton(20); SetVar(20); Return(17); ReleaseAll(14); Call(14),291
0860,MELT 01 PC03,6,18,2,9; 10; 11; 12; 13; 14; 15; 16; 18; 19; 20; 21; 22; 23; 24; 25; 26,,,345; 346; 347; 709,0x8007,Message(23); JumpIf(22); CompareVarValue(17); Jump(17); WaitButton(12); End(9); CloseMessage(9); ReleaseAll(6); PlayFanfare(5); LockAll(5),215
0861,MELT 02 PCR03,1,0,0,,,,,,End(1),1
0862,LOBA 06 SCHOO,8,17,5,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23,,,,,Message(25); CompareVarValue(23); JumpIf(23); End(21); CloseMessage(11); OpenTouchScreen(10); ReleaseAll(10); Jump(9); YesNoTouchScreen(9); CloseTouchScreen(9),232
0863,MELT 09 HS11,4,0,0,0; 1; 2,,,,,End(4); PlayFanfare(3); LockAll(3); FacePlayer(3); Message(3); WaitButton(3); CloseMessage(3); ReleaseAll(3); PlayCry(1); WaitCry(1),27
0864,DANB 06 HS13,3,4,0,0; 1; 2; 3; 4; 5,,,113,,End(6); Message(6); CloseMessage(6); WaitButton(5); ReleaseAll(5); JumpIf(4); PlayFanfare(2); LockAll(2); FacePlayer(2); CompareVarValue(2),61
0865,WLDA02 GH08,2,2,0,0; 1; 2,,,450,,Message(3); WaitButton(3); CloseMessage(3); ReleaseAll(3); End(3); PlayFanfare(2); LockAll(2); FacePlayer(2); CheckFlag(1); JumpIf(1),24
0866,DANBERRA CITY,2,20,0,,,,,,CreateMultiTouchBox(30); CompareVarValue(30); JumpIf(30); FadeScreen(30); WaitFadeScreen(30); End(22); ReleaseAll(21); Warp(15); GetCommonMessageArchive(4); OpenTouchScreen(4),231
0867,DANB 04 PM04,4,0,0,0; 1,,,,0x8004,PlayFanfare(4); LockAll(4); FacePlayer(4); CommonScript(4); ReleaseAll(4); End(4); FreezeMessage(2); SetVar(2); Message(2); WaitButton(2),34
0868,,2,3,0,0; 1; 2; 3,,,,,Message(4); WaitButton(4); CloseMessage(4); ReleaseAll(4); End(4); PlayFanfare(2); LockAll(2); FacePlayer(2); CheckBadge(2); CompareVarValue(2),34
0869,,17,8,0,0; 1; 2; 3; 5; 6,,,127; 2404; 746,0x8004; 0x8005,End(25); JumpIf(12); AzaleaGym(12); CompareVarValue(10); Message(7); CloseMessage(5); SetFlag(5); ReleaseAll(5); SetTrainerFlag(4); SetVar(4),120
0870,DANB 02 PC04,4,0,0,0; 1; 2,,,,0x8007,End(4); PlayFanfare(3); LockAll(3); FacePlayer(3); Message(3); WaitButton(3); CloseMessage(3); ReleaseAll(3); SetVar(1); CommonScript(1),27
0871,DANB 03 PCR04,1,0,0,,,,,,End(1),1
0872,BAIR 08 GH04; SYDT 06 GH03,3,0,0,0; 1,,,,,End(3); PlayFanfare(2); LockAll(2); FacePlayer(2); Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2),17
0873,DANB 07 HS14,3,5,0,0; 1; 2; 3; 4; 6; 8,,,123; 128; 129,0x8004; 0x8005,CloseMessage(8); ReleaseAll(8); End(8); Message(7); WaitButton(6); JumpIf(5); CheckFlag(4); PlayFanfare(3); LockAll(3); FacePlayer(3),65
0874,,7,27,7,0; 1; 3; 4; 5; 6; 7; 8; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 23; 24,,,119; 123; 124; 2404; 2722; 295; 414; 415; 427,0x4080; 0x8004; 0x8005,End(27); Message(25); JumpIf(23); CompareVarValue(18); ReleaseAll(17); CloseMessage(16); WaitButton(14); Jump(13); SetFlag(10); Movement(8),274
0875,BAIRNS TOWN,2,20,0,,,,,,CreateMultiTouchBox(30); CompareVarValue(30); JumpIf(30); FadeScreen(30); WaitFadeScreen(30); End(22); ReleaseAll(21); Warp(15); GetCommonMessageArchive(4); OpenTouchScreen(4),231
0876,,1,0,0,,,,,,End(1),1
0877,MELT 04 GYM02,7,41,0,0; 1; 2; 3; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 20; 21; 22; 24; 26; 27; 28,,SPECIES_RIOLU,187; 2433; 2610; 2611; 2612; 2613; 2614; 2615; 2616; 2617; 2618,0x4000; 0x5112; 0x8004; 0x8005; 0x800C,Message(29); CloseMessage(28); SetVar(27); JumpIf(25); WaitButton(24); Return(23); End(22); CompareVarValue(21); ReleaseAll(18); Call(15),342
0878,DALI 01 PC09,4,8,0,0; 1; 2; 3; 4; 5; 6,,SPECIES_TENTACOOL,,0x8007,End(7); Message(7); CloseMessage(6); ReleaseAll(6); Jump(5); WaitButton(4); CompareVarValue(4); JumpIf(4); PlayFanfare(3); LockAll(3),71
0879,,1,0,0,,,,,,End(1),1
0880,SHED 04 HS22,1,17,0,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14,,,191; 193; 2749,,Jump(15); Message(15); JumpIf(12); CompareVarValue(10); SetFlag(4); CheckFlag(3); CloseMessage(3); Call(3); WaitButton(2); ReleaseAll(2),98
0881,SHED 05 HS23,1,3,1,0; 2; 3,,,185; 367,0x8004; 0x8005,End(4); JumpIf(3); Message(3); SetVar(3); CommonScript(3); ReleaseAll(3); CompareVarValue(2); PlayFanfare(2); LockAll(2); FacePlayer(2),43
0882,SHED 04 HS24,1,0,0,0,,,,,PlayFanfare(1); LockAll(1); FacePlayer(1); Message(1); WaitButton(1); CloseMessage(1); ReleaseAll(1); End(1),8
0883,DALI 05 HS25,3,0,0,0; 1; 2,,,,,PlayFanfare(3); LockAll(3); FacePlayer(3); Message(3); WaitButton(3); CloseMessage(3); ReleaseAll(3); End(3),24
0884,RADE 23 TBD; TROO 07 HS37,1,9,0,0; 1; 2; 3; 4,ITEM_CLEAR_BELL; ITEM_RAINBOW_WING; ITEM_TIDAL_BELL; ITEM_SILVER_WING,,,,Jump(8); CompareVarValue(5); JumpIf(5); Message(5); CheckItem(4); WaitButton(2); CloseMessage(2); ReleaseAll(2); End(2); PlayFanfare(1),39
0885,SYDTREE CITY,2,20,0,,,,,,CreateMultiTouchBox(30); CompareVarValue(30); JumpIf(30); FadeScreen(30); WaitFadeScreen(30); End(22); ReleaseAll(21); Warp(15); GetCommonMessageArchive(4); OpenTouchScreen(4),231
0886,LOBA 04 GYM01,5,37,0,0; 1; 2; 3; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 19; 20; 21; 22; 23; 24,,SPECIES______,187; 2600; 2601; 2602; 2603; 2604; 2605; 2606; 2607; 2608,0x4000; 0x5110; 0x8004; 0x8005; 0x800C,Message(25); CloseMessage(24); SetVar(23); JumpIf(22); WaitButton(22); Return(21); End(18); CompareVarValue(18); ReleaseAll(15); Call(13),293
0887,BAIR 01 PC07,4,6,0,0; 1; 2; 3; 4; 5,,,,0x8007,End(7); Message(6); WaitButton(6); CloseMessage(6); ReleaseAll(6); PlayFanfare(3); LockAll(3); FacePlayer(3); CompareVarValue(3); JumpIf(3),51
0888,BAIR 02 PCR07,1,0,0,,,,,,End(1),1
0889,,1,0,0,,,,,,End(1),1
0890,MELT 08 BIKE,2,4,0,0; 1; 3; 4; 5,,,137,0x8004; 0x8005,End(6); JumpIf(5); Message(5); CompareVarValue(4); CloseMessage(4); ReleaseAll(4); WaitButton(3); PlayFanfare(2); LockAll(2); FacePlayer(2),47
0891,HOTEL 1 HS17,3,6,0,0; 1; 2; 3; 4; 5; 6; 7; 8,,,,,Message(9); WaitButton(8); CloseMessage(8); ReleaseAll(8); End(8); CompareVarValue(5); JumpIf(5); PlayFanfare(3); LockAll(3); FacePlayer(3),63
0892,HOTEL 1 HS16,3,11,0,0; 1; 2; 3; 4; 5; 6; 7; 9; 10; 11; 12; 13; 15,,SPECIES_EEVEE,149,0x4000,Message(17); End(14); CloseMessage(14); WaitButton(12); ReleaseAll(12); JumpIf(11); CompareVarValue(10); CloseTouchScreen(5); FadeScreen(4); WaitFadeScreen(4),135
0893,,8,8,3,0; 1; 2; 3; 4; 5; 7; 9,ITEM_PASS; ITEM_PASS,,280; 291,0x410B; 0x411E,End(17); Message(9); CloseMessage(9); JumpIf(7); ReleaseAll(7); CheckFlag(4); WaitButton(4); Movement(4); WaitMovement(4); LockFollowingPoke(4),103
0894,DRAGON DEN 01,6,42,27,0; 1; 3; 4; 5; 7; 8; 9; 10; 11; 12; 13; 14; 17; 18; 19; 22; 23; 24; 27; 28; 29; 30; 31; 32; 33,,,218; 226; 393; 521; 527,0x4002; 0x4020; 0x40C4; 0x40FC; 0x4119; 0x8004; 0x8005,Movement(55); End(49); JumpIf(40); Message(40); CompareVarValue(39); WaitMovement(27); Jump(24); CloseMessage(22); TextPlayerName(14); SetVar(14),564
0895,MANSION A8; T25R0503,1,0,1,,,,,0x411F,End(2); MecScript(1); LockAll(1); Movement(1); WaitMovement(1); PlayFanfare(1); WaitTime(1); StopFanfare(1); CMD_722(1); SetVar(1),14
0896,,4,30,10,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13,ITEM_SQUIRT_BOTTLE; 0x8001,,181; 349,0x4082; 0x8001; 0x8004; 0x8005,CompareVarValue(29); JumpIf(25); End(25); Message(21); SetVar(18); CloseMessage(15); ReleaseAll(15); Movement(11); Jump(11); WaitButton(9),291
0897,HOTEL 1 HS18,2,0,0,0; 1,,,,,PlayFanfare(2); LockAll(2); FacePlayer(2); Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2); End(2),16
0898,,1,6,0,0; 1; 2; 3; 4; 5; 6; 7; 8,,,,0x800C,Message(9); CloseMessage(7); CompareVarValue(6); JumpIf(6); WaitButton(5); ReleaseAll(5); End(5); FadeScreen(4); WaitFadeScreen(4); TextPokeNickname(4),75
0899,DEPART 1 F1,5,6,0,0; 1; 2; 3; 4; 5; 6; 7,,,,,Message(8); WaitButton(8); CloseMessage(8); ReleaseAll(8); End(8); PlayFanfare(5); LockAll(5); FacePlayer(4); CompareVarValue(3); JumpIf(3),63
0900,DEPART 1 F2,6,6,0,0; 1; 2; 3; 4; 5; 6,,,,0x8004,ReleaseAll(9); End(9); Message(7); WaitButton(7); CloseMessage(7); PlayFanfare(6); LockAll(6); FacePlayer(5); CommonScript(4); CompareVarValue(3),73
0901,DEPART 1 F3,4,4,0,0; 1; 2; 3; 4,,,,0x8004,ReleaseAll(6); End(6); Message(5); WaitButton(5); CloseMessage(5); PlayFanfare(4); LockAll(4); FacePlayer(3); CommonScript(2); CompareVarValue(2),48
0902,DEPART 1 F4,5,6,0,0; 1; 2; 3; 4; 5; 6,,,,0x8004,ReleaseAll(8); End(8); Message(7); WaitButton(7); CloseMessage(7); PlayFanfare(5); LockAll(5); FacePlayer(4); CompareVarValue(3); JumpIf(3),64
0903,DEPART 1 F5,7,14,0,0; 1; 3; 4; 6; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19,,,141; 142; 2409; 446,0x8004; 0x8005,End(16); Message(16); CloseMessage(15); ReleaseAll(13); JumpIf(12); WaitButton(12); CompareVarValue(8); PlayFanfare(6); LockAll(6); FacePlayer(5),154
0904,DEPART 1 F6,8,74,0,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 31; 32; 33; 34,,,2404; 393; 623,0x4002; 0x8001; 0x8004; 0x8005,CompareVarValue(73); JumpIf(69); SetVar(47); Jump(44); Message(39); End(32); CloseMessage(25); ReleaseAll(23); PlayFanfare(16); WaitButton(16),528
0905,DEPART 1 ELVA,1,71,1,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11,,,,0x4113; 0x8004; 0x8005,CompareVarValue(84); JumpIf(70); Jump(64); SetVar(61); CallIf(14); Call(14); Message(12); WaitTime(9); GetElevatorFloor(8); CreateMultiTouchBox(8),393
