Water?,Headers,#,Area,20%,20%,10%,10%,10%,10%,5%,5%,4%,4%,1%,1%,Level,Typing,Completed,Time
,,143.2,WILD AREA 14,WATTREL,PIKACHU,KILOWATTREL,CINCCINO,BOLTUND,DUBWOOL,RAICHU,RAICHU_ALOLAN,RAICHU,RAICHU_ALOLAN,RAICHU,RAICHU_ALOLAN,32,WA Plain,TRUE,Night
,,144.0,ROUTE 19 AREA 1,ROCKRUFF,ELECTRIKE,NINJASK,FALINKS,DHELMISE,GOTHITA,MANECTRIC,MANECTRIC,LYCANROC,LYCANROC,GOTHORITA,GOTHORITA,32,Mountain,TRUE,Morn
,,144.1,ROUTE 19 AREA 1,ROCKRUFF,ELECTRIKE,NINJASK,FALINKS,DHELMISE,GOTHITA,MANECTRIC,MANECTRIC,LYCANROC,LYCANROC,GOTHORITA,GOTHORITA,32,Mountain,TRUE,Day
,,144.2,ROUTE 19 AREA 1,ROCKRUFF,ELECTRIKE,NINJASK,FALINKS,DHELMISE,GOTHITA,MANECTRIC,MANECTRIC,LYCANROC,LYCANROC,GOTHORITA,GOTHORITA,32,Mountain,TRUE,Night
,,145.0,ROUTE 19 AREA 2,ROCKRUFF,BUNEARY,SMEARGLE,CLOBBOPUS,SIRFETCHD,SOLOSIS,LOPUNNY,LOPUNNY,LYCANROC_MIDNIGHT,LYCANROC_MIDNIGHT,DUOSION,DUOSION,32,Mountain,TRUE,Morn
,,145.1,ROUTE 19 AREA 2,ROCKRUFF,BUNEARY,SMEARGLE,CLOBBOPUS,SIRFETCHD,SOLOSIS,LOPUNNY,LOPUNNY,LYCANROC_MIDNIGHT,LYCANROC_MIDNIGHT,DUOSION,DUOSION,32,Mountain,TRUE,Day
,,145.2,ROUTE 19 AREA 2,ROCKRUFF,BUNEARY,SMEARGLE,CLOBBOPUS,SIRFETCHD,SOLOSIS,LOPUNNY,LOPUNNY,LYCANROC_MIDNIGHT,LYCANROC_MIDNIGHT,DUOSION,DUOSION,32,Mountain,TRUE,Night
,,146.0,ROUTE 19 AREA 3,ROCKRUFF,CACNEA,HELIOPTILE,GURDURR,TANGELA,HARIYAMA,CACTURNE,CACTURNE,LYCANROC,LYCANROC,HELIOLISK,HELIOLISK,32,Mountain,TRUE,Morn
,,146.1,ROUTE 19 AREA 3,ROCKRUFF,CACNEA,HELIOPTILE,GURDURR,TANGELA,HARIYAMA,CACTURNE,CACTURNE,LYCANROC,LYCANROC,HELIOLISK,HELIOLISK,32,Mountain,TRUE,Day
,,146.2,ROUTE 19 AREA 3,ROCKRUFF,CACNEA,HELIOPTILE,GURDURR,TANGELA,HARIYAMA,CACTURNE,CACTURNE,LYCANROC,LYCANROC,HELIOLISK,HELIOLISK,32,Mountain,TRUE,Night
Cave Lake,,147.0,ULURU 2 A 1,GUMSHOOS,GEODUDE_ALOLAN,LAIRON,HIPPOPOTAS,GRAVELER_ALOLAN,AUDINO,MAGNETON,MAGNETON,MORGREM,MORGREM,DONPHAN,DONPHAN,32,Cave,TRUE,Morn
,,147.1,ULURU 2 A 1,GUMSHOOS,GEODUDE_ALOLAN,LAIRON,HIPPOPOTAS,GRAVELER_ALOLAN,AUDINO,MAGNETON,MAGNETON,MORGREM,MORGREM,DONPHAN,DONPHAN,32,Cave,TRUE,Day
,,147.2,ULURU 2 A 1,GUMSHOOS,GEODUDE_ALOLAN,LAIRON,HIPPOPOTAS,GRAVELER_ALOLAN,AUDINO,MAGNETON,MAGNETON,MORGREM,MORGREM,DONPHAN,DONPHAN,32,Cave,TRUE,Night
Cave Lake,,148.0,ULURU 2 A 2,CLEFABLE,GEODUDE,INKAY,ORANGURU,GRAVELER,JYNX,ORANGURU,MORGREM,HATTREM,HATTREM,MALAMAR,MALAMAR,32,Cave,TRUE,Morn
,,148.1,ULURU 2 A 2,CLEFABLE,GEODUDE,INKAY,ORANGURU,GRAVELER,JYNX,ORANGURU,MORGREM,HATTREM,HATTREM,MALAMAR,MALAMAR,32,Cave,TRUE,Day
,,148.2,ULURU 2 A 2,CLEFABLE,GEODUDE,INKAY,ORANGURU,GRAVELER,JYNX,ORANGURU,MORGREM,HATTREM,HATTREM,MALAMAR,MALAMAR,32,Cave,TRUE,Night
,,149.0,ROUTE 13 AREA 1,LITLEO,HOUNDOUR,ORICORIO,LITWICK,VULPIX,VULPIX,SIMISEAR,SIMISEAR,CHARCADET,CHARCADET,CERULEDGE,ARMAROUGE,34,Fire,TRUE,Morn
,,149.1,ROUTE 13 AREA 1,LITLEO,HOUNDOUR,ORICORIO,LITWICK,VULPIX,VULPIX,SIMISEAR,SIMISEAR,CHARCADET,CHARCADET,CERULEDGE,ARMAROUGE,34,Fire,TRUE,Day
,,149.2,ROUTE 13 AREA 1,LITLEO,HOUNDOUR,ORICORIO,LITWICK,VULPIX,VULPIX,SIMISEAR,SIMISEAR,CHARCADET,CHARCADET,CERULEDGE,ARMAROUGE,34,Fire,TRUE,Night
,,150.0,ROUTE 13 AREA 2,SALANDIT,SALANDIT,SIZZLIPEDE,VULPIX,MAGBY,DARUMAKA,GROWLITHE_HISUIAN,GROWLITHE,GROWLITHE_HISUIAN,GROWLITHE,ARCANINE_HISUIAN,ARCANINE,34,Fire,TRUE,Morn
,,150.1,ROUTE 13 AREA 2,SALANDIT,SALANDIT,SIZZLIPEDE,VULPIX,MAGBY,DARUMAKA,GROWLITHE_HISUIAN,GROWLITHE,GROWLITHE_HISUIAN,GROWLITHE,ARCANINE_HISUIAN,ARCANINE,34,Fire,TRUE,Day
,,150.2,ROUTE 13 AREA 2,SALANDIT,SALANDIT,SIZZLIPEDE,VULPIX,MAGBY,DARUMAKA,GROWLITHE_HISUIAN,GROWLITHE,GROWLITHE_HISUIAN,GROWLITHE,ARCANINE_HISUIAN,ARCANINE,34,Fire,TRUE,Night
,,151.0,ROUTE 13 AREA 3,FLETCHLING,PONYTA,ORICORIO,FLETCHINDER,GROWLITHE,GROWLITHE_HISUIAN,SIMISEAR,SIMISEAR,HEATMOR,HEATMOR,TALONFLAME,TALONFLAME,34,Fire,TRUE,Morn
,,151.1,ROUTE 13 AREA 3,FLETCHLING,PONYTA,ORICORIO,FLETCHINDER,GROWLITHE,GROWLITHE_HISUIAN,SIMISEAR,SIMISEAR,HEATMOR,HEATMOR,TALONFLAME,TALONFLAME,34,Fire,TRUE,Day
,,151.2,ROUTE 13 AREA 3,FLETCHLING,PONYTA,ORICORIO,FLETCHINDER,GROWLITHE,GROWLITHE_HISUIAN,SIMISEAR,SIMISEAR,HEATMOR,HEATMOR,TALONFLAME,TALONFLAME,34,Fire,TRUE,Night
,,152.0,ROUTE 13 AREA 4,TAUROS,CHERRIM,MAROWAK,VIBRAVA,KROKOROK,MARACTUS,MARACTUS,STOUTLAND,STOUTLAND,HOUNDOOM,HOUNDOOM,HOUNDOOM,36,Fire,TRUE,Morn
,,152.1,ROUTE 13 AREA 4,TAUROS,CHERRIM,MAROWAK,VIBRAVA,KROKOROK,MARACTUS,MARACTUS,STOUTLAND,STOUTLAND,HOUNDOOM,HOUNDOOM,HOUNDOOM,36,Fire,TRUE,Day
,,152.2,ROUTE 13 AREA 4,TAUROS,CHERRIM,MAROWAK,VIBRAVA,KROKOROK,MARACTUS,MARACTUS,STOUTLAND,STOUTLAND,HOUNDOOM,HOUNDOOM,HOUNDOOM,36,Fire,TRUE,Night
Cave Lake,,153.0,ULURU 3 A 1,CRUSTLE,STUNFISK,DRUDDIGON,GALVANTULA,STONJOURNER,KROKOROK,VIKAVOLT,ABSOL,ABSOL,ABSOL,MALAMAR,MALAMAR,36,Cave,TRUE,Morn
,,153.1,ULURU 3 A 1,CRUSTLE,STUNFISK,DRUDDIGON,GALVANTULA,STONJOURNER,KROKOROK,VIKAVOLT,ABSOL,ABSOL,ABSOL,MALAMAR,MALAMAR,36,Cave,TRUE,Day
,,153.2,ULURU 3 A 1,CRUSTLE,STUNFISK,DRUDDIGON,GALVANTULA,STONJOURNER,KROKOROK,VIKAVOLT,ABSOL,ABSOL,ABSOL,MALAMAR,MALAMAR,36,Cave,TRUE,Night
Cave Lake,,154.0,ULURU 3 A 2,AXEW,STUNFISK_GALARIAN,BEHEEYEM,KLEFKI,AXEW,VIBRAVA,FRAXURE,FRAXURE,CORSOLA_GALARIAN,CORSOLA_GALARIAN,CURSOLA,CURSOLA,38,Cave,TRUE,Morn
,,154.1,ULURU 3 A 2,AXEW,STUNFISK_GALARIAN,BEHEEYEM,KLEFKI,AXEW,VIBRAVA,FRAXURE,FRAXURE,CORSOLA_GALARIAN,CORSOLA_GALARIAN,CURSOLA,CURSOLA,38,Cave,TRUE,Day
,,154.2,ULURU 3 A 2,AXEW,STUNFISK_GALARIAN,BEHEEYEM,KLEFKI,AXEW,VIBRAVA,FRAXURE,FRAXURE,CORSOLA_GALARIAN,CORSOLA_GALARIAN,CURSOLA,CURSOLA,38,Cave,TRUE,Night
,,155.0,MT UNDARA 1,LITWICK,MAGBY,ORICORIO,LAMPENT,FLAREON,LITLEO,PYROAR,FLAREON,MAGMAR,MAGMAR,CHANDELURE,CHANDELURE,36,Fire,TRUE,Morn
,,155.1,MT UNDARA 1,LITWICK,MAGBY,ORICORIO,LAMPENT,FLAREON,LITLEO,PYROAR,FLAREON,MAGMAR,MAGMAR,CHANDELURE,CHANDELURE,36,Fire,TRUE,Day
,,155.2,MT UNDARA 1,LITWICK,MAGBY,ORICORIO,LAMPENT,FLAREON,LITLEO,PYROAR,FLAREON,MAGMAR,MAGMAR,CHANDELURE,CHANDELURE,36,Fire,TRUE,Night
,,156.0,MT UNDARA 2,VULPIX,HOUNDOUR,ORICORIO,NINETALES,FLAREON,DARUMAKA,DARMANITAN,DARMANITAN,HOUNDOOM,HOUNDOOM,SCOVILLAIN,SCOVILLAIN,38,Fire,TRUE,Morn
,,156.1,MT UNDARA 2,VULPIX,HOUNDOUR,ORICORIO,NINETALES,FLAREON,DARUMAKA,DARMANITAN,DARMANITAN,HOUNDOOM,HOUNDOOM,SCOVILLAIN,SCOVILLAIN,38,Fire,TRUE,Day
,,156.2,MT UNDARA 2,VULPIX,HOUNDOUR,ORICORIO,NINETALES,FLAREON,DARUMAKA,DARMANITAN,DARMANITAN,HOUNDOOM,HOUNDOOM,SCOVILLAIN,SCOVILLAIN,38,Fire,TRUE,Night
,,157.0,MT UNDARA 3,SALANDIT,ORICORIO,SIMISEAR,VULPIX,SALANDIT,MAGCARGO,CHARCADET,SALAZZLE,MAROWAK_ALOLAN,MAROWAK_ALOLAN,CERULEDGE,ARMAROUGE,38,Fire,TRUE,Morn
,,157.1,MT UNDARA 3,SALANDIT,ORICORIO,SIMISEAR,VULPIX,SALANDIT,MAGCARGO,CHARCADET,SALAZZLE,MAROWAK_ALOLAN,MAROWAK_ALOLAN,CERULEDGE,ARMAROUGE,38,Fire,TRUE,Day
,,157.2,MT UNDARA 3,SALANDIT,ORICORIO,SIMISEAR,VULPIX,SALANDIT,MAGCARGO,CHARCADET,SALAZZLE,MAROWAK_ALOLAN,MAROWAK_ALOLAN,CERULEDGE,ARMAROUGE,38,Fire,TRUE,Night
,,158.0,MT UNDARA 4,SIZZLIPEDE,PANSEAR,PONYTA,LARVESTA,TORKOAL,TURTONATOR,RAPIDASH,SCOVILLAIN,CENTISKORCH,CENTISKORCH,VOLCARONA,VOLCARONA,38,Fire,TRUE,Morn
,,158.1,MT UNDARA 4,SIZZLIPEDE,PANSEAR,PONYTA,LARVESTA,TORKOAL,TURTONATOR,RAPIDASH,SCOVILLAIN,CENTISKORCH,CENTISKORCH,VOLCARONA,VOLCARONA,38,Fire,TRUE,Day
,,158.2,MT UNDARA 4,SIZZLIPEDE,PANSEAR,PONYTA,LARVESTA,TORKOAL,TURTONATOR,RAPIDASH,SCOVILLAIN,CENTISKORCH,CENTISKORCH,VOLCARONA,VOLCARONA,38,Fire,TRUE,Night
,,159.0,MT UNDARA 5,PONYTA,FLETCHINDER,MAGBY,HEATMOR,TURTONATOR,NUMEL,TAUROS_BLAZE,CAMERUPT,RAPIDASH,RAPIDASH,TALONFLAME,TALONFLAME,40,Fire,TRUE,Morn
,,159.1,MT UNDARA 5,PONYTA,FLETCHINDER,MAGBY,HEATMOR,TURTONATOR,NUMEL,TAUROS_BLAZE,CAMERUPT,RAPIDASH,RAPIDASH,TALONFLAME,TALONFLAME,40,Fire,TRUE,Day
,,159.2,MT UNDARA 5,PONYTA,FLETCHINDER,MAGBY,HEATMOR,TURTONATOR,NUMEL,TAUROS_BLAZE,CAMERUPT,RAPIDASH,RAPIDASH,TALONFLAME,TALONFLAME,40,Fire,TRUE,Night
,,160.0,MT UNDARA 6,NUMEL,SIZZLIPEDE,TORKOAL,MAGCARGO,CAMERUPT,PYROAR,PYROAR,CENTISKORCH,HOUNDOOM,HOUNDOOM,TAUROS_BLAZE,TAUROS_BLAZE,40,Fire,TRUE,Morn
,,160.1,MT UNDARA 6,NUMEL,SIZZLIPEDE,TORKOAL,MAGCARGO,CAMERUPT,PYROAR,PYROAR,CENTISKORCH,HOUNDOOM,HOUNDOOM,TAUROS_BLAZE,TAUROS_BLAZE,40,Fire,TRUE,Day
,,160.2,MT UNDARA 6,NUMEL,SIZZLIPEDE,TORKOAL,MAGCARGO,CAMERUPT,PYROAR,PYROAR,CENTISKORCH,HOUNDOOM,HOUNDOOM,TAUROS_BLAZE,TAUROS_BLAZE,40,Fire,TRUE,Night
,,161.0,MT UNDARA 7,CARKOL,TORKOAL,MAGMAR,GROWLITHE,GROWLITHE_HISUIAN,MAROWAK_ALOLAN,COALOSSAL,MAGMAR,ARCANINE,ARCANINE,MAGMORTAR,MAGMORTAR,40,Fire,TRUE,Morn
,,161.1,MT UNDARA 7,CARKOL,TORKOAL,MAGMAR,GROWLITHE,GROWLITHE_HISUIAN,MAROWAK_ALOLAN,COALOSSAL,MAGMAR,ARCANINE,ARCANINE,MAGMORTAR,MAGMORTAR,40,Fire,TRUE,Day
,,161.2,MT UNDARA 7,CARKOL,TORKOAL,MAGMAR,GROWLITHE,GROWLITHE_HISUIAN,MAROWAK_ALOLAN,COALOSSAL,MAGMAR,ARCANINE,ARCANINE,MAGMORTAR,MAGMORTAR,40,Fire,TRUE,Night
,,162.0,MT UNDARA 8,MAGCARGO,HEATMOR,TORKOAL,CAMERUPT,TURTONATOR,CARKOL,COALOSSAL,COALOSSAL,ARCANINE_HISUIAN,ARCANINE_HISUIAN,TAUROS_BLAZE,TAUROS_BLAZE,40,Fire,TRUE,Morn
,,162.1,MT UNDARA 8,MAGCARGO,HEATMOR,TORKOAL,CAMERUPT,TURTONATOR,CARKOL,COALOSSAL,COALOSSAL,ARCANINE_HISUIAN,ARCANINE_HISUIAN,TAUROS_BLAZE,TAUROS_BLAZE,40,Fire,TRUE,Day
,,162.2,MT UNDARA 8,MAGCARGO,HEATMOR,TORKOAL,CAMERUPT,TURTONATOR,CARKOL,COALOSSAL,COALOSSAL,ARCANINE_HISUIAN,ARCANINE_HISUIAN,TAUROS_BLAZE,TAUROS_BLAZE,40,Fire,TRUE,Night
,,163.0,PLUS PASSAGE,THROH,SAWK,GRAPPLOCT,HARIYAMA,PASSIMIAN,FALINKS,MEDICHAM,PRIMEAPE,SCRAFTY,MIENSHAO,PAWMO,PAWMO,36,Cave,TRUE,Morn
,,163.1,PLUS PASSAGE,THROH,SAWK,GRAPPLOCT,HARIYAMA,PASSIMIAN,FALINKS,MEDICHAM,PRIMEAPE,SCRAFTY,MIENSHAO,PAWMO,PAWMO,36,Cave,TRUE,Day
,,163.2,PLUS PASSAGE,THROH,SAWK,GRAPPLOCT,HARIYAMA,PASSIMIAN,FALINKS,MEDICHAM,PRIMEAPE,SCRAFTY,MIENSHAO,PAWMO,PAWMO,36,Cave,TRUE,Night
,,164.0,SHALLOW C 1,KRABBY,WIGLETT,BINACLE,WUGTRIO,CORSOLA,DREDNAW,CRAWDAUNT,CRAWDAUNT,FLOATZEL,FLOATZEL,SLOWBRO,SLOWBRO,38,Water Grass,TRUE,Morn
,,164.1,SHALLOW C 1,KRABBY,WIGLETT,BINACLE,WUGTRIO,CORSOLA,DREDNAW,CRAWDAUNT,CRAWDAUNT,FLOATZEL,FLOATZEL,SLOWBRO,SLOWBRO,38,Water Grass,TRUE,Day
,,164.2,SHALLOW C 1,KRABBY,WIGLETT,BINACLE,WUGTRIO,CORSOLA,DREDNAW,CRAWDAUNT,CRAWDAUNT,FLOATZEL,FLOATZEL,SLOWBRO,SLOWBRO,38,Water Grass,TRUE,Night
,,165.0,SHALLOW C 2,CHEWTLE,CLAUNCHER,STARYU,SKRELP,CORSOLA,DREDNAW,QUAGSIRE,QUAGSIRE,STARMIE,STARMIE,SLOWKING,SLOWKING,38,Water Grass,,Morn
,,165.1,SHALLOW C 2,CHEWTLE,CLAUNCHER,STARYU,SKRELP,CORSOLA,DREDNAW,QUAGSIRE,QUAGSIRE,STARMIE,STARMIE,SLOWKING,SLOWKING,38,Water Grass,,Day
,,165.2,SHALLOW C 2,CHEWTLE,CLAUNCHER,STARYU,SKRELP,CORSOLA,DREDNAW,QUAGSIRE,QUAGSIRE,STARMIE,STARMIE,SLOWKING,SLOWKING,38,Water Grass,,Night
,,166.0,SHALLOW C 3,SHELLOS,QWILFISH,PALPITOAD,POLIWHIRL,ARAQUANID,TATSUGIRI,GASTRODON,GASTRODON,MAREANIE,MAREANIE,SEADRA,SEADRA,38,Water Grass,,Morn
,,166.1,SHALLOW C 3,SHELLOS,QWILFISH,PALPITOAD,POLIWHIRL,ARAQUANID,TATSUGIRI,GASTRODON,GASTRODON,MAREANIE,MAREANIE,SEADRA,SEADRA,38,Water Grass,,Day
,,166.2,SHALLOW C 3,SHELLOS,QWILFISH,PALPITOAD,POLIWHIRL,ARAQUANID,TATSUGIRI,GASTRODON,GASTRODON,MAREANIE,MAREANIE,SEADRA,SEADRA,38,Water Grass,,Night
,,167.0,ROUTE 15,DODRIO,SWELLOW,STARAVIA,CORVISQUIRE,TRANQUILL,VESPIQUEN,TOGETIC,TOGETIC,SIGILYPH,SIGILYPH,ALTARIA,ALTARIA,38,Plain,TRUE,Morn
,,167.1,ROUTE 15,DODRIO,SWELLOW,STARAVIA,CORVISQUIRE,TRANQUILL,VESPIQUEN,TOGETIC,TOGETIC,SIGILYPH,SIGILYPH,ALTARIA,ALTARIA,38,Plain,TRUE,Day
,,167.2,ROUTE 15,DODRIO,SWELLOW,STARAVIA,CORVISQUIRE,TRANQUILL,VESPIQUEN,TOGETIC,TOGETIC,SIGILYPH,SIGILYPH,ALTARIA,ALTARIA,38,Plain,TRUE,Night
,,168.0,ROUTE 16 AREA 1,BINACLE,TATSUGIRI,TATSUGIRI,WUGTRIO,GASTRODON,GOLDUCK,CRAWDAUNT,CRAWDAUNT,PYUKUMUKU,PYUKUMUKU,FEEBAS,FEEBAS,38,Water Grass,,Morn
,,168.1,ROUTE 16 AREA 1,BINACLE,TATSUGIRI,TATSUGIRI,WUGTRIO,GASTRODON,GOLDUCK,CRAWDAUNT,CRAWDAUNT,PYUKUMUKU,PYUKUMUKU,FEEBAS,FEEBAS,38,Water Grass,,Day
,,168.2,ROUTE 16 AREA 1,BINACLE,TATSUGIRI,TATSUGIRI,WUGTRIO,GASTRODON,GOLDUCK,CRAWDAUNT,CRAWDAUNT,PYUKUMUKU,PYUKUMUKU,FEEBAS,FEEBAS,38,Water Grass,,Night
,,169.0,ROUTE 16 AREA 2,SKRELP,WINGULL,MAREANIE,PELIPPER,FLOATZEL,CRAWDAUNT,MAREANIE,TOXAPEX,GRAPPLOCT,GRAPPLOCT,TOXAPEX,TOXAPEX,38,Water Grass,,Morn
,,169.1,ROUTE 16 AREA 2,SKRELP,WINGULL,MAREANIE,PELIPPER,FLOATZEL,CRAWDAUNT,MAREANIE,TOXAPEX,GRAPPLOCT,GRAPPLOCT,TOXAPEX,TOXAPEX,38,Water Grass,,Day
,,169.2,ROUTE 16 AREA 2,SKRELP,WINGULL,MAREANIE,PELIPPER,FLOATZEL,CRAWDAUNT,MAREANIE,TOXAPEX,GRAPPLOCT,GRAPPLOCT,TOXAPEX,TOXAPEX,38,Water Grass,,Night
,,170.0,ROUTE 16 AREA 3,SIMIPOUR,DUCKLETT,,SWANNA,LOMBRE,OCTILLERY,CLOYSTER,CLOYSTER,DRAGALGE,DRAGALGE,LUDICOLO,LUDICOLO,38,Water Grass,,Morn
,,170.1,ROUTE 16 AREA 3,SIMIPOUR,DUCKLETT,,SWANNA,LOMBRE,OCTILLERY,CLOYSTER,CLOYSTER,DRAGALGE,DRAGALGE,LUDICOLO,LUDICOLO,38,Water Grass,,Day
,,170.2,ROUTE 16 AREA 3,SIMIPOUR,DUCKLETT,,SWANNA,LOMBRE,OCTILLERY,CLOYSTER,CLOYSTER,DRAGALGE,DRAGALGE,LUDICOLO,LUDICOLO,38,Water Grass,,Night
,,171.0,ROUTE 16 AREA 4,CRAMORANT,STARYU,HORSEA,STARMIE,OCTILLERY,CRAMORANT,GOLDUCK,GOLDUCK,SEADRA,SEADRA,SEISMITOAD,SEISMITOAD,38,Water Grass,TRUE,Morn
,,171.1,ROUTE 16 AREA 4,CRAMORANT,STARYU,HORSEA,STARMIE,OCTILLERY,CRAMORANT,GOLDUCK,GOLDUCK,SEADRA,SEADRA,SEISMITOAD,SEISMITOAD,38,Water Grass,TRUE,Day
,,171.2,ROUTE 16 AREA 4,CRAMORANT,STARYU,HORSEA,STARMIE,OCTILLERY,CRAMORANT,GOLDUCK,GOLDUCK,SEADRA,SEADRA,SEISMITOAD,SEISMITOAD,38,Water Grass,TRUE,Night
,,172.0,ROUTE 16 AREA 5,DREDNAW,HORSEA,TYPE_NULL,OCTILLERY,FLOATZEL,SEADRA,TOXAPEX,TOXAPEX,SLOWBRO,SLOWKING,SLOWBRO,SLOWKING,38,Water Grass,,Morn
,,172.1,ROUTE 16 AREA 5,DREDNAW,HORSEA,TYPE_NULL,OCTILLERY,FLOATZEL,SEADRA,TOXAPEX,TOXAPEX,SLOWBRO,SLOWKING,SLOWBRO,SLOWKING,38,Water Grass,,Day
,,172.2,ROUTE 16 AREA 5,DREDNAW,HORSEA,TYPE_NULL,OCTILLERY,FLOATZEL,SEADRA,TOXAPEX,TOXAPEX,SLOWBRO,SLOWKING,SLOWBRO,SLOWKING,38,Water Grass,,Night
,,173.0,HAUNTED FOREST 1,DRIFBLIM,RUNERIGUS,DRIFLOON,HOUNDSTONE,ORICORIO,COFAGRIGUS,RUNERIGUS,DRIFBLIM,PALOSSAND,PALOSSAND,PALOSSAND,RUNERIGUS,41,Ghost,TRUE,Morn
,,173.1,HAUNTED FOREST 1,DRIFBLIM,RUNERIGUS,DRIFLOON,HOUNDSTONE,ORICORIO,COFAGRIGUS,RUNERIGUS,DRIFBLIM,PALOSSAND,PALOSSAND,PALOSSAND,RUNERIGUS,41,Ghost,TRUE,Day
,,173.2,HAUNTED FOREST 1,DRIFBLIM,RUNERIGUS,DRIFLOON,HOUNDSTONE,ORICORIO,COFAGRIGUS,RUNERIGUS,DRIFBLIM,PALOSSAND,PALOSSAND,PALOSSAND,RUNERIGUS,41,Ghost,TRUE,Night
,,174.0,HAUNTED FOREST 2,GOURGEIST,TREVENANT,GOURGEIST,TREVENANT,DUSKULL,SABLEYE,COFAGRIGUS,RUNERIGUS,MIMIKYU,MIMIKYU,CURSOLA,CURSOLA,41,Ghost,TRUE,Morn
,,174.1,HAUNTED FOREST 2,GOURGEIST,TREVENANT,GOURGEIST,TREVENANT,DUSKULL,SABLEYE,COFAGRIGUS,RUNERIGUS,MIMIKYU,MIMIKYU,CURSOLA,CURSOLA,41,Ghost,TRUE,Day
,,174.2,HAUNTED FOREST 2,GOURGEIST,TREVENANT,GOURGEIST,TREVENANT,DUSKULL,SABLEYE,COFAGRIGUS,RUNERIGUS,MIMIKYU,MIMIKYU,CURSOLA,CURSOLA,41,Ghost,TRUE,Night
,,175.0,HAUNTED FOREST 3,BRAMBLIN,HAUNTER,HOUNDSTONE,SHUPPET,ORICORIO,DUSCLOPS,SABLEYE,SABLEYE,BRAMBLEGHAST,BRAMBLEGHAST,ALOLAN_MAROWAK,ALOLAN_MAROWAK,41,Ghost,TRUE,Morn
,,175.1,HAUNTED FOREST 3,BRAMBLIN,HAUNTER,HOUNDSTONE,SHUPPET,ORICORIO,DUSCLOPS,SABLEYE,SABLEYE,BRAMBLEGHAST,BRAMBLEGHAST,ALOLAN_MAROWAK,ALOLAN_MAROWAK,41,Ghost,TRUE,Day
,,175.2,HAUNTED FOREST 3,BRAMBLIN,HAUNTER,HOUNDSTONE,SHUPPET,ORICORIO,DUSCLOPS,SABLEYE,SABLEYE,BRAMBLEGHAST,BRAMBLEGHAST,ALOLAN_MAROWAK,ALOLAN_MAROWAK,41,Ghost,TRUE,Night
,,176.0,HAUNTED FOREST 4,DUSCLOPS,MISMAGIUS,BANETTE,GOLETT,MISMAGIUS,HAUNTER,SPIRITOMB,SPIRITOMB,DOUBLADE,DOUBLADE,GOLURK,GOLURK,41,Ghost,TRUE,Morn
,,176.1,HAUNTED FOREST 4,DUSCLOPS,MISMAGIUS,BANETTE,GOLETT,MISMAGIUS,HAUNTER,SPIRITOMB,SPIRITOMB,DOUBLADE,DOUBLADE,GOLURK,GOLURK,41,Ghost,TRUE,Day
,,176.2,HAUNTED FOREST 4,DUSCLOPS,MISMAGIUS,BANETTE,GOLETT,MISMAGIUS,HAUNTER,SPIRITOMB,SPIRITOMB,DOUBLADE,DOUBLADE,GOLURK,GOLURK,41,Ghost,TRUE,Night
,,177.0,HAUNTED FOREST 5,BANETTE,HOUNDSTONE,MISMAGIUS,DUSCLOPS,ZOROARK_HISUIAN,ZOROARK,ANNIHILAPE,DOUBLADE,DOUBLADE,ANNIHILAPE,DOUBLADE,DOUBLADE,41,Ghost,TRUE,Morn
,,177.1,HAUNTED FOREST 5,BANETTE,HOUNDSTONE,MISMAGIUS,DUSCLOPS,ZOROARK_HISUIAN,ZOROARK,ANNIHILAPE,DOUBLADE,DOUBLADE,ANNIHILAPE,DOUBLADE,DOUBLADE,41,Ghost,TRUE,Day
,,177.2,HAUNTED FOREST 5,BANETTE,HOUNDSTONE,MISMAGIUS,DUSCLOPS,ZOROARK_HISUIAN,ZOROARK,ANNIHILAPE,DOUBLADE,DOUBLADE,ANNIHILAPE,DOUBLADE,DOUBLADE,41,Ghost,TRUE,Night
,,178.0,HAUNTED MANSION 1,COFAGRIGUS,DOUBLADE,LAMPENT,DOUBLADE,LAMPENT,ROTOM,MIMIKYU,MIMIKYU,ZOROARK_HISUIAN,ZOROARK,AEGISLASH,AEGISLASH,44,Ghost,TRUE,Morn
,,178.1,HAUNTED MANSION 1,COFAGRIGUS,DOUBLADE,LAMPENT,DOUBLADE,LAMPENT,ROTOM,MIMIKYU,MIMIKYU,ZOROARK_HISUIAN,ZOROARK,AEGISLASH,AEGISLASH,44,Ghost,TRUE,Day
,,178.2,HAUNTED MANSION 1,COFAGRIGUS,DOUBLADE,LAMPENT,DOUBLADE,LAMPENT,ROTOM,MIMIKYU,MIMIKYU,ZOROARK_HISUIAN,ZOROARK,AEGISLASH,AEGISLASH,44,Ghost,TRUE,Night
,,179.0,HAUNTED MANSION 2,LAMPENT,HAUNTER,BANETTE,MISMAGIUS,DUSCLOPS,GALARIAN_CORSOLA,GALARIAN_CORSOLA,ROTOM,CURSOLA,CURSOLA,GENGAR,GENGAR,44,Ghost,TRUE,Morn
,,179.1,HAUNTED MANSION 2,LAMPENT,HAUNTER,BANETTE,MISMAGIUS,DUSCLOPS,GALARIAN_CORSOLA,GALARIAN_CORSOLA,ROTOM,CURSOLA,CURSOLA,GENGAR,GENGAR,44,Ghost,TRUE,Day
