Trainer#,TrainerID,TrainerName,Location,OWID,TrainerClass,Level,Pokemon 1,Pokemon 2,Pokemon 3,Pokemon 4,Pokemon 5,Pokemon 6,Implemented,Battle Type,Category
612,612,Jasmine,Mount Undara Area 1,327,TRAINERCLASS_ACE_TRAINER_F,52,RAPIDASH,ARCANINE_HISUIAN,MEGA_BLAZIKEN,,,,TRUE,Double Battle,ACE
613,613,Grant,Undara Cave,324,TRAINERCLASS_ACE_TRAINER_M,55,GOLEM,RHYDON,DONPHAN,COALOSSAL,STEELIX,,TRUE,,ACE
614,614,Aria,Undara Cave,327,TRAINERCLASS_ACE_TRAINER_F,55,SPIRITOMB,COFAGRIGUS,DUSKNOIR,CHANDELURE,GENGAR,,TRUE,,ACE
615,615,Flint,Undara Cave,324,TRAINERCLASS_ACE_TRAINER_M,55,COALOSSAL,PROBOPASS,KLINKLANG,BRONZONG,DURALUDON,,TRUE,,ACE
616,616,Iori,Undara Cave,324,TRAINERCLASS_ACE_TRAINER_M,55,CONKELDURR,MIENSHAO,LUCARIO,HARIYAMA,GALLADE,,TRUE,,ACE
617,617,Nero,Undara Cave,324,TRAINERCLASS_ACE_TRAINER_M,55,SCIZOR,VOLCARONA,DURANT,HERACROSS,ESCAVALIER,,TRUE,,ACE
618,618,Ember,Undara Cave,327,TRAINERCLASS_ACE_TRAINER_F,55,NINETALES,ROSELIA,TSAREENA,CHARIZARD,HOUNDOOM,,TRUE,,ACE
619,619,Joel,Undara Cave,324,TRAINERCLASS_ACE_TRAINER_M,55,AGGRON,TYRANTRUM,AERODACTYL,DRAGALGE,TURTONATOR,,TRUE,,ACE
620,620,Soren,Undara Cave,324,TRAINERCLASS_ACE_TRAINER_M,55,DRAGONITE,SALAMENCE,GARCHOMP,HAXORUS,GOODRA,,TRUE,,ACE
621,621,Mira,Undara Cave,327,TRAINERCLASS_ACE_TRAINER_F,55,METAGROSS,ESPEON,REUNICLUS,BEHEEYEM,ALAKAZAM,,TRUE,,ACE
622,622,Nash,Undara Cave,324,TRAINERCLASS_ACE_TRAINER_M,55,RHYPERIOR,MUDSDALE,GLISCOR,GOLETT,GOLURK,,TRUE,,ACE
623,623,Brody,Undara Cave,324,TRAINERCLASS_ACE_TRAINER_M,55,SUDOWOODO,CRUSTLE,KLAWF,ARON,AGGRON,,TRUE,,ACE
624,624,LennoxA,Mount Undara Area 1,62,TRAINERCLASS_TEAM_ROCKET_F,54,JELLICENT,BEEDRILL,WORMADAM_TRASHY,MEDICHAM,SNEASEL_HISUIAN,,,Double Battle,DEFIANCE 68
625,625,Rook,Mount Undara Area 1,55,TRAINERCLASS_TEAM_ROCKET,54,LILLIGANT,GOTHITELLE,MEGA_HOUNDOOM,,,,,Double Battle,DEFIANCE 65
626,626,Kai,Shallow Cove 1,324,TRAINERCLASS_ACE_TRAINER_M,55,QWILFISH,TENTACRUEL,LANTURN,CLOYSTER,CRAWDAUNT,,TRUE,,ACE
627,627,Marina,Shallow Cove 1,327,TRAINERCLASS_ACE_TRAINER_F,55,PELIPPER,SEADRA,GYARADOS,WHISCASH,MILOTIC,,TRUE,,ACE
628,628,Benoit,Shallow Cove 1,324,TRAINERCLASS_ACE_TRAINER_M,55,PYUKUMUKU,SEAKING,DREDNAW,LAPRAS,QUAGSIRE,,TRUE,,ACE
629,629,Rhea,Shallow Cove 1,327,TRAINERCLASS_ACE_TRAINER_F,55,CROCONAW,FERALIGATR,LUDICOLO,SEISMITOAD,KINGDRA,,TRUE,,ACE
630,630,Toma,Shallow Cove 1,324,TRAINERCLASS_ACE_TRAINER_M,55,AZUMARILL,CARRACOSTA,BARRASKEWDA,SHARPEDO,GASTRODON,,TRUE,,ACE
631,631,Nerissa,Shallow Cove 1,327,TRAINERCLASS_ACE_TRAINER_F,55,JELLICENT,GOLISOPOD,DRAGALGE,BRUXISH,ROTOM_WASH,,TRUE,,ACE
632,632,Colin,Shallow Cove 1,324,TRAINERCLASS_ACE_TRAINER_M,55,DREDNAW,CRUSTLE,KLAWF,COALOSSAL,STUNFISK,,TRUE,,ACE
633,633,Coral,Shallow Cove 1,327,TRAINERCLASS_ACE_TRAINER_F,55,LAPRAS,VAPOREON,PRIMARINA,TOGEKISS,ALCREMIE,,TRUE,,ACE
634,634,Elsie,Shallow Cove 1,327,TRAINERCLASS_ACE_TRAINER_F,55,QUAXWELL,QUAQUAVAL,BLASTOISE,PELIPPER,AZUMARILL,,TRUE,,ACE
635,635,Wade,Shallow Cove 1,324,TRAINERCLASS_ACE_TRAINER_M,55,KINGLER,WAILORD,GASTRODON,CRABOMINABLE,DEWGONG,BRUXISH,TRUE,,ACE
636,636,Mira,Shallow Cove 1,327,TRAINERCLASS_ACE_TRAINER_F,55,ALOMOMOLA,CRAMORANT,CORSOLA,STARMIE,SLOWBRO,,TRUE,,ACE
637,637,Otto,Shallow Cove 1,324,TRAINERCLASS_ACE_TRAINER_M,55,LANTURN,ALOMOMOLA,MANTINE,WAILORD,WHISCASH,,TRUE,,ACE
638,638,Rook,Shallow Cove 1,324,TRAINERCLASS_ACE_TRAINER_M,55,TENTACRUEL,TOXAPEX,QWILFISH_HISUIAN,DRAGALGE,CLOYSTER,,TRUE,,ACE
639,639,Lyra,Shallow Cove 1,327,TRAINERCLASS_ACE_TRAINER_F,55,SLOWKING,SLOWBRO_GALARIAN,STARMIE,REUNICLUS,SPIRITOMB,,TRUE,,ACE
640,640,Jace,Shallow Cove 1,324,TRAINERCLASS_ACE_TRAINER_M,55,WUGTRIO,CLOYSTER,GRENINJA,,,,TRUE,Double Battle,ACE
641,641,Nolan,Shallow Cove 1,324,TRAINERCLASS_ACE_TRAINER_M,55,CHINCHOU,LUMINEON,LANTURN,,,,TRUE,Double Battle,ACE
642,642,Vera,Shallow Cove 1,327,TRAINERCLASS_ACE_TRAINER_F,55,GOLDUCK,TOEDSCRUEL,WHISCASH,ALOMOMOLA,,,TRUE,,ACE
643,643,Soren,Shallow Cove 1,324,TRAINERCLASS_ACE_TRAINER_M,55,TATSUGIRI,TATSUGIRI_DROOPY,TATSUGIRI_STRETCHY,DRAGAPULT,GOODRA,,TRUE,,ACE
644,644,Cole,Shallow Cove 1,324,TRAINERCLASS_ACE_TRAINER_M,55,ARAQUANID,QUAGSIRE,MANTINE,DREDNAW,,,TRUE,,ACE
645,645,Iris,Shallow Cove 1,327,TRAINERCLASS_ACE_TRAINER_F,55,SWANNA,GASTRODON,DEWGONG,CRAWDAUNT,SEADRA,,TRUE,,ACE
646,646,Rex,Shallow Cove 1,324,TRAINERCLASS_ACE_TRAINER_M,55,QWILFISH,BRUXISH,KINGLER,OCTILLERY,MANTINE,,TRUE,,ACE
647,647,Wade,Route 15,324,TRAINERCLASS_ACE_TRAINER_M,55,QWILFISH,QUAGSIRE,TOXAPEX,SEISMITOAD,DRAGALGE,,TRUE,,ACE
648,648,Moss,Route 15,324,TRAINERCLASS_ACE_TRAINER_M,55,GASTRODON,CLODSIRE,SWAMPERT,WHISCASH,SEISMITOAD,,TRUE,,ACE
649,649,Fern,Route 15,327,TRAINERCLASS_ACE_TRAINER_F,55,SCOLIPEDE,ARIADOS,PARASECT,VENOMOTH,GRAPPLOCT,,TRUE,,ACE
650,650,Coral,Route 15,327,TRAINERCLASS_ACE_TRAINER_F,55,MISMAGIUS,DRIFBLIM,SPIRITOMB,COFAGRIGUS,JELLICENT,,TRUE,,ACE
651,651,Soren,Sky Pillar,324,TRAINERCLASS_ACE_TRAINER_M,56,DRAGONITE,SALAMENCE,GARCHOMP,HAXORUS,HYDREIGON,,TRUE,,ACE
652,652,Lyra,Sky Pillar,327,TRAINERCLASS_ACE_TRAINER_F,56,ALTARIA,FLYGON,DRAGALGE,NOIVERN,GOODRA,,TRUE,,ACE
653,653,Iris,Sky Pillar,327,TRAINERCLASS_ACE_TRAINER_F,56,SPIRITOMB,DRIFBLIM,MISMAGIUS,DUSKNOIR,COFAGRIGUS,,TRUE,,ACE
654,654,Grant,Sky Pillar,324,TRAINERCLASS_ACE_TRAINER_M,56,GIGALITH,RHYPERIOR,GLISCOR,COALOSSAL,STEELIX,,TRUE,,ACE
655,655,Orion,Sky Pillar,324,TRAINERCLASS_ACE_TRAINER_M,56,METAGROSS,ESPEON,REUNICLUS,SIGILYPH,BEHEEYEM,,TRUE,,ACE
656,656,Nero,Sky Pillar,324,TRAINERCLASS_ACE_TRAINER_M,56,SCIZOR,YANMEGA,ACCELGOR,DRAPION,GALVANTULA,,TRUE,,ACE
657,657,Dahlia,Sky Pillar,327,TRAINERCLASS_ACE_TRAINER_F,56,GOGOAT,TSAREENA,ROSERADE,FLORGES,TANGROWTH,,TRUE,,ACE
658,658,Freya,Sky Pillar,327,TRAINERCLASS_ACE_TRAINER_F,56,MAMOSWINE,FROSMOTH,GLACEON,ABOMASNOW,WEAVILE,,TRUE,,ACE
659,659,Vance,Sky Pillar,324,TRAINERCLASS_ACE_TRAINER_M,56,TYRANTRUM,AERODACTYL,AGGRON,DURALUDON,ARCHALUDON,,TRUE,,ACE
660,660,Theo,Uluru Cave 3 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,52,GRAVELER,GIGALITH,RHYDON,GLISCOR,STEELIX,,TRUE,,ACE
661,661,Kira,Uluru Cave 3 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,52,COFAGRIGUS,SPIRITOMB,MISMAGIUS,DRIFBLIM,RUNERIGUS,,TRUE,,ACE
662,662,Jin,Uluru Cave 3 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,52,LUCARIO,MIENSHAO,TOXICROAK,HARIYAMA,PANGORO,,TRUE,,ACE
663,663,Bram,Uluru Cave 3 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,52,COALOSSAL,CLAYDOL,GOLETT,GOLURK,PROBOPASS,,TRUE,,ACE
664,664,Lila,Uluru Cave 3 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,52,CHANSEY,BLISSEY,MILTANK,BOUFFALANT,AMOONGUSS,,TRUE,,ACE
665,665,Noelle,Uluru Cave 3 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,52,METANG,BRONZONG,REUNICLUS,BEHEEYEM,GARDEVOIR,,TRUE,,ACE
666,666,Zeke,Uluru Cave 3 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,52,DRUDDIGON,KROOKODILE,HYDREIGON,TYRANTRUM,AGGRON,,TRUE,,ACE
667,667,Maya,Uluru Cave 3 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,52,SUDOWOODO,RHYPERIOR,MUDSDALE,GLISCOR,GIGALITH,,TRUE,,ACE
668,668,Ivan,Uluru Cave 3 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,52,SCIZOR,HERACROSS,ESCAVALIER,ACCELGOR,DURANT,,TRUE,,ACE
669,669,Cole,Uluru Cave 3 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,52,SUDOWOODO,MEDICHAM,KLAWF,BOUFFALANT,SHARPEDO,,TRUE,,ACE
670,670,Bruno,Uluru Cave 3 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,52,EXPLOUD,CLAYDOL,GRAVELER,MIGHTYENA,QWILFISH_HISUIAN,,TRUE,,ACE
671,671,Mason,Uluru Cave 3 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,52,DIGGERSBY,LAIRON,SANDSLASH,GOLURK,CHANSEY,,TRUE,,ACE
672,672,Dusty,Route 18,324,TRAINERCLASS_ACE_TRAINER_M,58,CLAYDOL,RHYDON,KROKOROK,GLISCOR,STEELIX,,TRUE,,ACE
673,673,Roark,Route 18,324,TRAINERCLASS_ACE_TRAINER_M,58,GOLURK,RUNERIGUS,CLAYDOL,RHYPERIOR,MUDSDALE,,TRUE,,ACE
674,674,Terra,Route 18,327,TRAINERCLASS_ACE_TRAINER_F,58,RHYDON,HIPPOWDON,MUDSDALE,SANDACONDA,DONPHAN,,TRUE,,ACE
675,675,Flint,Route 18,324,TRAINERCLASS_ACE_TRAINER_M,58,RUNERIGUS,STUNFISK,DUGTRIO,STUNFISK_GALARIAN,DUGTRIO_ALOLAN,,TRUE,,ACE
676,676,Nash,Route 18,324,TRAINERCLASS_ACE_TRAINER_M,58,STUNFISK_GALARIAN,DUGTRIO_ALOLAN,GOLEM,COALOSSAL,RHYDON,,TRUE,,ACE
677,677,Clayton,Route 18,324,TRAINERCLASS_ACE_TRAINER_M,58,KROKOROK,DONPHAN,GOLURK,SANDACONDA,GLISCOR,,TRUE,,ACE
678,678,Jett,Route 18,324,TRAINERCLASS_ACE_TRAINER_M,58,RHYHORN,FLYGON,RHYDON,MUDSDALE,KROOKODILE,,TRUE,,ACE
679,679,Mason,Route 18,324,TRAINERCLASS_ACE_TRAINER_M,58,SUDOWOODO,GIGALITH,GLISCOR,SANDACONDA,RHYPERIOR,,TRUE,,ACE
680,680,Cole,Route 18,324,TRAINERCLASS_ACE_TRAINER_M,58,SANDACONDA,CLAYDOL,GOLEM,DONPHAN,STEELIX,,TRUE,,ACE
681,681,Rune,Route 18,327,TRAINERCLASS_ACE_TRAINER_F,58,SPIRITOMB,COFAGRIGUS,MANDIBUZZ,GENGAR,DUSKNOIR,,TRUE,,ACE
682,682,Thorne,Route 18,324,TRAINERCLASS_ACE_TRAINER_M,58,RHYDON,MUDSDALE,HIPPOWDON,KROOKODILE,RHYPERIOR,,TRUE,,ACE
683,683,Inez,Route 18,327,TRAINERCLASS_ACE_TRAINER_F,58,SCIZOR,HERACROSS,DURANT,CRUSTLE,SCOLIPEDE,,TRUE,,ACE
684,684,Bruno,Route 18,324,TRAINERCLASS_ACE_TRAINER_M,58,GLISCOR,GOLURK,RHYDON,MUDSDALE,MEGA_STEELIX,,TRUE,,ACE
685,685,Orion,Route 18,324,TRAINERCLASS_ACE_TRAINER_M,58,DONPHAN,FLYGON,CLAYDOL,GLISCOR,MEGA_AERODACTYL,,TRUE,,ACE
686,686,Jade,Route 18,327,TRAINERCLASS_ACE_TRAINER_F,58,KROOKODILE,TOEDSCRUEL,HIPPOWDON,RHYPERIOR,MEGA_AGGRON,,TRUE,,ACE
687,687,Axel,Route 18,324,TRAINERCLASS_ACE_TRAINER_M,58,HIPPOWDON,RHYPERIOR,GLISCOR,SANDACONDA,MEGA_SWAMPERT,,TRUE,,ACE
688,688,Zane,Route 18,324,TRAINERCLASS_ACE_TRAINER_M,58,MAMOSWINE,URSALUNA,DONPHAN,GIGALITH,MEGA_GARCHOMP,,TRUE,,ACE
689,689,Bram,Route 18,324,TRAINERCLASS_ACE_TRAINER_M,58,MUDSDALE,GREAT_TUSK,CLAYDOL,KROOKODILE,MEGA_TYRANITAR,,TRUE,,ACE
690,690,Selene,,55,TRAINERCLASS_TEAM_ROCKET,54,ROTOM,LINOONE_GALARIAN,THROH,DUGTRIO,DODRIO,,,,DEFIANCE 67
691,691,Torin,,55,TRAINERCLASS_TEAM_ROCKET,54,BANETTE,SKARMORY,BRELOOM,WUGTRIO,ZANGOOSE,SWOOBAT,,,DEFIANCE 69
692,692,MiraA,,62,TRAINERCLASS_TEAM_ROCKET_F,54,LURANTIS,MISDREAVUS,MEGA_SHARPEDO,,,,,Double Battle,DEFIANCE 70
693,693,Ulric,,55,TRAINERCLASS_TEAM_ROCKET,54,DRAPION,CLAWITZER,MEGA_GYARADOS,,,,,Double Battle,DEFIANCE 71
694,694,Riley,Radelaide Gym 7 Flying,323,TRAINERCLASS_BIRD_KEEPER,54,XATU,FEAROW,GLIGAR,TOGETIC,,,,,GYM
695,695,Sienna,Radelaide Gym 7 Flying,323,TRAINERCLASS_BIRD_KEEPER,54,MANTINE,SKARMORY,KILOWATTREL,DODRIO,YANMEGA,,,,GYM
696,696,Theo,Radelaide Gym 7 Flying,323,TRAINERCLASS_BIRD_KEEPER,55,UNFEZANT,SWANNA,SWELLOW,SIGILYPH,VESPIQUEN,,,,GYM
697,697,Uma,Radelaide Gym 7 Flying,323,TRAINERCLASS_BIRD_KEEPER,56,ORICORIO,ORICORIO_POM_POM,ORICORIO_PAU,ORICORIO_SENSU,,,,,GYM
698,698,Violet,Radelaide Gym 7 Flying,323,TRAINERCLASS_BIRD_KEEPER,56,CROBAT,SCYTHER,HONCHKROW,FLAMIGO,SIGILYPH,,,,GYM
699,699,Chuck,Radelaide Gym 7 Flying,,TRAINERCLASS_LEADER_CHUCK,60,GYARADOS,ROTOM_FAN,BOMBIRDIER,HAWLUCHA,TOUCANNON,MEGA_PINSIR,,Gym,GYM LEADER 7.1.1
700,700,Chuck,Radelaide Gym 7 Flying,,TRAINERCLASS_LEADER_CHUCK,64,GLISCOR,CORVIKNIGHT,TOGEKISS,TALONFLAME,STARAPTOR,MEGA_PIDGEOT,,Gym,GYM LEADER 7.2.1
701,701,Laurel,Haunted Forest,327,TRAINERCLASS_ACE_TRAINER_F,60,SPIRITOMB,MISMAGIUS,COFAGRIGUS,DUSKNOIR,GENGAR,,TRUE,,ACE
702,702,Vail,Haunted Forest,324,TRAINERCLASS_ACE_TRAINER_M,60,MURKROW,HONCHKROW,DRIFBLIM,SPIRITOMB,GOURGEIST,,TRUE,,ACE
703,703,Rhea,Haunted Forest,327,TRAINERCLASS_ACE_TRAINER_F,60,BANETTE,DRAKLOAK,DRAGAPULT,DHELMISE,MIMIKYU,,TRUE,,ACE
704,704,Onyx,Haunted Forest,324,TRAINERCLASS_ACE_TRAINER_M,60,DUSCLOPS,DRAKLOAK,DUSKNOIR,DRAGAPULT,CHANDELURE,,TRUE,,ACE
705,705,Nyx,Haunted Forest,327,TRAINERCLASS_ACE_TRAINER_F,60,HAUNTER,SHEDINJA,TREVENANT,COFAGRIGUS,MISMAGIUS,,TRUE,,ACE
706,706,Lyra,Haunted Forest,327,TRAINERCLASS_ACE_TRAINER_F,60,LAMPENT,SANDYGAST,ZOROARK_HISUIAN,DUSCLOPS,RUNERIGUS,,TRUE,,ACE
707,707,Sable,Haunted Forest,327,TRAINERCLASS_ACE_TRAINER_F,60,BANETTE,GOLURK,GOURGEIST,HOUNDSTONE,JELLICENT,,TRUE,,ACE
708,708,Rosa,Haunted Forest,327,TRAINERCLASS_ACE_TRAINER_F,60,DUSCLOPS,CURSOLA,TREVENANT,ORICORIO_SENSU,MIMIKYU,,TRUE,,ACE
709,709,Noir,Haunted Forest,324,TRAINERCLASS_ACE_TRAINER_M,60,COFAGRIGUS,DRIFBLIM,MAROWAK_ALOLAN,DHELMISE,FROSLASS,,TRUE,,ACE
710,710,Rune,Haunted Forest,324,TRAINERCLASS_ACE_TRAINER_M,60,DRAKLOAK,SPIRITOMB,ROTOM,CHANDELURE,DOUBLADE,,TRUE,,ACE
711,711,Vale,Haunted Forest,324,TRAINERCLASS_ACE_TRAINER_M,60,SCOLIPEDE,ARIADOS,DUSTOX,VENOMOTH,RIBOMBEE,,TRUE,,ACE
712,712,Mason,Haunted Forest,324,TRAINERCLASS_ACE_TRAINER_M,60,GOLURK,DRUDDIGON,RUNERIGUS,GLISCOR,SUDOWOODO,,TRUE,,ACE
713,713,Soren,Haunted Forest,324,TRAINERCLASS_ACE_TRAINER_M,60,DRAKLOAK,DRAGAPULT,HAXORUS,HYDREIGON,GOODRA,,TRUE,,ACE
714,714,Mira,Haunted Forest,327,TRAINERCLASS_ACE_TRAINER_F,60,ESPEON,REUNICLUS,SIGILYPH,GALLADE,GARDEVOIR,,TRUE,,ACE
715,715,Jett,Haunted Forest,324,TRAINERCLASS_ACE_TRAINER_M,60,ZOROARK,GENGAR,HOUNDOOM,ABSOL,WEAVILE,,TRUE,,ACE
716,716,Flint,Haunted Forest,324,TRAINERCLASS_ACE_TRAINER_M,60,KROOKODILE,GLISCOR,DRAPION,CROBAT,BRONZONG,,TRUE,,ACE
717,717,Solana,Haunted Forest,327,TRAINERCLASS_ACE_TRAINER_F,60,HATTERENE,GRIMMSNARL,MIMIKYU,SPIRITOMB,TOGEKISS,,TRUE,,ACE
718,718,Iris,Haunted Forest,327,TRAINERCLASS_ACE_TRAINER_F,60,ALCREMIE,SABLEYE,CURSOLA_GALARIAN,CHANDELURE,GENGAR,,TRUE,,ACE
719,719,Elspeth,Haunted Mansion 1,327,TRAINERCLASS_ACE_TRAINER_F,62,COFAGRIGUS,MISMAGIUS,SPIRITOMB,DUSKNOIR,GENGAR,,TRUE,,ACE
720,720,Corin,Haunted Mansion 1,324,TRAINERCLASS_ACE_TRAINER_M,62,MIMIKYU,DRIFBLIM,FROSLASS,GOURGEIST,DHELMISE,,TRUE,,ACE
721,721,Lyra,Haunted Mansion 1,327,TRAINERCLASS_ACE_TRAINER_F,62,ESPEON,ALAKAZAM,REUNICLUS,SIGILYPH,BEHEEYEM,,TRUE,,ACE
722,722,Vale,Haunted Mansion 2,324,TRAINERCLASS_ACE_TRAINER_M,62,DRAKLOAK,DRAGAPULT,HAXORUS,HYDREIGON,GOODRA,,TRUE,,ACE
723,723,Hugo,Haunted Mansion 2,324,TRAINERCLASS_ACE_TRAINER_M,62,TYRANITAR,AGGRON,HOUNDOOM,ABSOL,ZOROARK,,TRUE,,ACE
724,724,Nash,Haunted Mansion 3,324,TRAINERCLASS_ACE_TRAINER_M,62,KLINKLANG,BRONZONG,COALOSSAL,GIGALITH,RUNERIGUS,,TRUE,,ACE
725,725,Selene,Haunted Mansion 3,327,TRAINERCLASS_ACE_TRAINER_F,62,ALCREMIE,SYLVEON,TOGEKISS,CURSOLA_GALARIAN,MISMAGIUS,,TRUE,,ACE
726,726,Nyx,Haunted Mansion 5,327,TRAINERCLASS_ACE_TRAINER_F,62,ROTOM,ROTOM_HEAT,ROTOM_WASH,ROTOM_FROST,ROTOM_MOW,,TRUE,,ACE
727,727,Lyle,Route 17,324,TRAINERCLASS_ACE_TRAINER_M,64,CLODSIRE,HERACROSS,NOCTOWL,SLIGGOO,DRAGALGE,,,,ACE
728,728,Maren,Route 17,327,TRAINERCLASS_ACE_TRAINER_F,64,QWILFISH_HISUIAN,TOXAPEX,SWAMPERT,SEISMITOAD,WHISCASH,,,,ACE
729,729,Reed,Route 17,324,TRAINERCLASS_ACE_TRAINER_M,64,MUDSDALE,RHYPERIOR,GASTRODON,CLODSIRE,SWAMPERT,,,,ACE
730,730,Ilya,Route 17,327,TRAINERCLASS_ACE_TRAINER_F,64,SCOLIPEDE,ARIADOS,VENOMOTH,DUSTOX,GALVANTULA,,,,ACE
731,731,Nyla,Route 17,327,TRAINERCLASS_ACE_TRAINER_F,64,DRIFBLIM,JELLICENT,SPIRITOMB,COFAGRIGUS,RUNERIGUS,,,,ACE
732,732,Clayton,Route 17,324,TRAINERCLASS_ACE_TRAINER_M,64,GARBODOR,STUNFISK,TOXICROAK,TENTACRUEL,DRAPION,,,,ACE
733,733,Fleur,Route 17,327,TRAINERCLASS_ACE_TRAINER_F,64,TSAREENA,LUDICOLO,ROSERADE,FLORGES,ARBOLIVA,,,,ACE
734,734,Vero,Route 17,324,TRAINERCLASS_ACE_TRAINER_M,64,TANGROWTH,DRAGALGE,NIDOKING,HYDREIGON,MEGA_ABOMASNOW,,,,ACE
735,735,Nia,Route 17,327,TRAINERCLASS_ACE_TRAINER_F,64,QUAGSIRE,SEISMITOAD,SWAMPERT,MILTANK,DUBWOOL,,,,ACE
736,736,Sage,Route 17,327,TRAINERCLASS_ACE_TRAINER_F,64,VENUSAUR,BELLOSSOM,AMOONGUSS,LILLIGANT,SHIINOTIC,,,,ACE
737,737,Freya,Route 17,327,TRAINERCLASS_ACE_TRAINER_F,64,ABOMASNOW,FROSMOTH,MAMOSWINE,WEAVILE,WALREIN,,,,ACE
738,738,Moro,Route 17,324,TRAINERCLASS_ACE_TRAINER_M,64,SUDOWOODO,CRUSTLE,GLISCOR,RHYDON,MUDSDALE,,,,ACE
739,739,Iris,Route 17,327,TRAINERCLASS_ACE_TRAINER_F,64,GOURGEIST,TREVENANT,MIMIKYU,SPIRITOMB,CHANDELURE,,,,ACE
740,740,Jett,Route 17,324,TRAINERCLASS_ACE_TRAINER_M,64,GOLISOPOD,COALOSSAL,DRAPION,STUNFISK_GALARIAN,GOLURK,,,,ACE
741,741,Kain,Route 17,324,TRAINERCLASS_ACE_TRAINER_M,64,LANTURN,ALOMOMOLA,MANTINE,PELIPPER,SWANNA,,,,ACE
742,742,Ivara,,55,TRAINERCLASS_TEAM_ROCKET,58,KLAWF,INDEEDEE_FEMALE,VENOMOTH,PILOSWINE,CRAMORANT,PERSIAN,,,DEFIANCE 73
743,743,Jada,,62,TRAINERCLASS_TEAM_ROCKET_F,58,HUNTAIL,BEHEEYEM,GRAFAIAI,MAGNETON,SANDSLASH,MARACTUS,,,DEFIANCE 72
744,744,Kestrel,,55,TRAINERCLASS_TEAM_ROCKET,58,RELICANTH,BOMBIRDIER,GOLBAT,SANDSLASH_ALOLAN,GRANBULL,TORKOAL,,,DEFIANCE 75
745,745,Lyric,,62,TRAINERCLASS_TEAM_ROCKET_F,58,PYUKUMUKU,KROOKODILE,ARBOK,PRIMEAPE,DUSCLOPS,SKARMORY,,,DEFIANCE 74
746,746,Mave,,62,TRAINERCLASS_TEAM_ROCKET_F,58,KANGASKHAN,HOUNDSTONE,SCIZOR,SHIFTRY,ARAQUANID,SWALOT,,,DEFIANCE 76
747,747,Nero,,55,TRAINERCLASS_TEAM_ROCKET,62,BASCULEGION,OVERQWIL,TOEDSCRUEL,PURUGLY,DRAPION,DARMANITAN,,,DEFIANCE 77
748,748,Onyx,,62,TRAINERCLASS_TEAM_ROCKET_F,62,ZOROARK_HISUIAN,CRYOGONAL,LEAFEON,PROBOPASS,MUK_ALOLAN,UMBREON,,,DEFIANCE 78
749,749,Praxis,,55,TRAINERCLASS_TEAM_ROCKET,62,AERODACTYL,GRAFAIAI,ABSOL,DIPPLIN,ANNIHILAPE,SALAZZLE,,,DEFIANCE 79
750,750,Quade,,62,TRAINERCLASS_TEAM_ROCKET_F,62,ZOROARK,BEARTIC,CHANDELURE,SHUCKLE,SNEASLER,GARBODOR,,,DEFIANCE 80
751,751,Ravyn,,55,TRAINERCLASS_TEAM_ROCKET,62,WEAVILE,LICKILICKY,SANDACONDA,BOMBIRDIER,VICTREEBEL,JELLICENT,,,DEFIANCE 81
752,752,Petra,,39,TRAINERCLASS_PKMN_RANGER_M,58,WIGGLYTUFF,STUNFISK,FLAREON,SWANNA,DARMANITAN_GALARIAN,HELIOLISK,,Double Battle,ALLIANCE 71
753,753,Quen,,40,TRAINERCLASS_PKMN_RANGER_F,58,AMBIPOM,GALVANTULA,INDEEDEE,WHISCASH,TORKOAL,STONJOURNER,,,ALLIANCE 68
754,754,Risa,,40,TRAINERCLASS_PKMN_RANGER_F,58,AROMATISSE,STUNFISK_GALARIAN,ELDEGOSS,RAICHU,DEWGONG,HYPNO,,,ALLIANCE 69
755,755,Sorrel,,39,TRAINERCLASS_PKMN_RANGER_M,58,MUSHARNA,ESCAVALIER,MEGA_AMPHAROS,,,,,,ALLIANCE 72
756,756,Tamsin,,40,TRAINERCLASS_PKMN_RANGER_F,58,COMFEY,ACCELGOR,MEGA_ALTARIA,,,,,Double Battle,ALLIANCE 70
757,757,Ulric,,39,TRAINERCLASS_PKMN_RANGER_M,62,KOMALA,VAPOREON,SHIINOTIC,TURTONATOR,HARIYAMA,GOLURK,,Double Battle,ALLIANCE 74
758,758,Vela,,40,TRAINERCLASS_PKMN_RANGER_F,62,ARCANINE,SKUNTANK,LUDICOLO,DACHSBUN,RAICHU_ALOLAN,MEGA_LUCARIO,,,ALLIANCE 73
759,759,Wystan,,39,TRAINERCLASS_PKMN_RANGER_M,62,FERROTHORN,BEHEEYEM,GOREBYSS,LYCANROC,TOUCANNON,,,,ALLIANCE 75
